label_bullying,text_message
0,"oh man that was a funny tweet. I'm in tears over here. Hahaha. I hate mac ""genuises"" soooo much."
0,smart ass - here http://thetyser.com/
0,oooommmmmmmmg im watching biggest loser and i dont know who to vote for who are u going to do
0,hey hey Biggest loser couples starts on tuesday
0,that's the spirit! kick ass!
0,no. no. no toasted ass. kaya toast please! :D
0,he was yelling at me that golden axe sucks  I have to play castle crashers. Which is the same game but newer.
0,right now I hate you and wanna be you at the same time... Such a weird feeling. Btw  Dirty Sexy Money rocks ;-)
0, how is your blog? Your blog makes me hungry. I hate cooking  but like eating :)
0,"btw -  quick disclaimer  in general I hate 90% of the ""believers"" I have met.. especially christards."
0,today its warm though  crazy ass Cali weather
0,I hate it when that happens. I've been yelled at by many bus drivers in the past.
0,"on todays burn the fat blog. Did I strike a nerve? http://tinyurl.com/69xzth "" A-Bud: I thought it was dead on."
0,CAAAAARRRRBBBS & FAT - yum  thanks for sharing ;)
0,i hate it when that happens :(
0,that was when wrestling was bad ass. Raw is war  against wcw
0,Damn!! Thats cold! The reason I'm always there for my kids!
0,I prefer no doz pills washed down with coffee to get my ass movin.....
0,who ruined your day im looking for an ass to kick 2day
0,something about piss should do. or zebras.
0,oh blah. I noticed the used look  that's easy to do but damn... green?? ARG.
0,:  that sucks!  well  maybe not...  maybe i can get some things done before you start buggin' me. ;)
0,good point cause I need someone to take care of that damn pony
0,I've had a few 'fat' comments.  yeah  cause I claim to be thin!!
0,damn  man. those look like some good eats.
0,if we can get a big enough turnout. i can line up some sponsors for a kick ass reception. we've got till then to grow the #tpt
0,lol....hate when movies get the poker wrong.
0,Damn! Wish I was there!
0,I have no doubt that there is a problem there  it's just not the only problem.  I hate mutilple variables in a problem!
0,Damn  they had frontiers there! next time. have you seen The ordeal?
0,Andrew was being boring before so i stopped watching. Damn  he has been on forever  haha.
0,i hate you for making me google that.
0,Alyssa Milano is off tha market!!!! DAMN!!!! LOL
0,notice they waited for me to leave before they kicked gordons ass. ps 90min wait at border.
0,BET sucks  except The Wire reruns
0,cool. what kind/speed is it? my 500 has about 60 gigs left and i hate deleting things
0,No  you  I hate you (because of PES :p)
0,damn! Next time It will be correct  I promise ;)
0,Make it again.  I'll post on it.  I have lots of micro-hate.
0,Safest not to get on the airplane at all  IMO.Hate to fly  though going to grit my teeth & do it again in Feb after 8 yrs. :-(
0,damn I missing the leak! At a bar enjoying this ice storm.....an iphone work perfectly
0,damn it  i miss having pets now!
0,damn it  i'll trade you!
0,ya  so am i and i stay fat. Evil! You're so lucky. Its unfair!
0,oh.. Hmph  that sucks. My niece just tried to open one of my christmas presents.
0,LOL ... no ... a very large dark sausage-like-thing made with pig's blood and spices. Surprisingly tasty despite that :)
0,fuck looking cute  i'm strictly Timb boots & army certified suits
0,not to piss u off  but I got a cut yesterday.
0,I'm not getting the firewood...its saturday  damn it!
0,got damn  this dudes flow is boooooring. *sleeps*
0,got damn man. that's nice!!
0,Penn (shitbird) & Teller (I hate them. A lot) vs (the irrisistably awesome) Jamie & Adam? Sorry  is there even a question in there?
0,...they're fucking jeans.
0,Must Hate Hitler.
0,Wouldn't know Greys if it bit me on the ass. I think she's been a supporting player in some ish I saw already. Total b-list.
0,alybrooke i can! I hate shopping!
0,FUCK YES!
0,Fucking useless ... Sling the Disability Discrimination Act at em !!!bloody terrible !!
0,hahah! OMG  that was the creepiest clip of crazy I've ever seen in my life and I hate that part of the trailer! AHHHH!
0,oh I hate auto DMs like that!
0,that sucks.  I heard about their closing a few months ago.  They were a great group of people.
0,that sucks  how many dogs? ...2?
0,Heh! Parcells is a bad-ass who knows how to help you to find your inner bad-ass. Hey  that sounds like a book.
0,Thanks for the DM...I hate them 2 but another player over 100 million...that makes 5...Deep Pockets???
0,I'm fairly certain you'll be seeing more of Kevin on Best Damn in the coming months.  At least more rants  if nothing else.  :)
0,Damn  I'm working @ home this aft or I'd drop by (my office is right near there). Don't suppose you'll be there again tomorrow?
0,absolutely nothing  being the point :P and i have gay exams tomorow  i really should use this time to revise....but arts more fun
0,dont hate hun.
0,@inworship let's not start with the gay stuff  I just watched Chuck & Larry!
0,I meant a smiley face - darn fat fingers. I love your goal.
0,Srsly  me too.  He is such a fucking dreamboat.  I still spazz out when he sings EODM in Watching the Detectives.
0,damn  now I have to go for a run ...
0,damn! nice to hear someone playing Q3A! missing it. Try a game against Xaero and let me know :P - Grunt laugh-&gt; grr..Ha-ha!
0,http://tinyurl.com/6d4a86 so fucking CUTE!!!
0,http://i120.photobucket.com/albums/o163/kelcee247/0000diesal.jpg oh craig! damn him & his sexy hips lmao
0,Damn  I only got 1. I'm gonna get a complex now.
0,dude I'm still pissed about that damn movie
0,oh yeah we'd be soft  fat and happy LOL!
0,hahahaha damn right!
0,awww man e'rbody coolin' my wild ass brother was buggin earlier  so i went a drunk a 5th to the head wit my cuz bout noon but
0,Hell yeah I cried... a world without buffy is a world without hope... Sarah michelle gellar too damn beautiful to die hee hee
0,damn! Should have dome that
0,You have serious iPhone keyboard accuracy issues  krk! or really fat fingers.
0,Tough time of year to keep the weight off. Without my bicycle commuting  I'd be hosed. Road bike has some dust on it. Damn...
0,I have that dream.  I have the gay husband already  but apparently he's missing a gene.
0,I nominate @BadEvan in #personal because he's local  cute  gay  and an interesting Twitter user.
0,It's good to know that even people within Marvel hate Gambit.  It gives me hope.
0,lol I know. I'm not a damn fool.
0,damn.. Intense.
0,haha don't hate on my mad skills.
0,not a fucking problem for me :)
0,me board and not feeln good  From to much parting I hate Being alone times like this. I like boys ;-)
0,who u tellin i hate doing them im doing them now i was suppose to be orff an hour ago.....
0,That sucks. I am sorry  want me to vagina punch her for you  since I am sure you hurt too bad to do it yourself???
0, DAMN mood swings..
0,true that. with more fat.
0,sorry about that. I understand  it's my epic failure in my  parents eyes. I will be forever fat to them :( don't listen to them!
0,ah traffic sucks!!
0,Ha LOL. Don't worry. Josh and I don't exist on the winner or loser side. And the Pix.ly logo is on the loser side though.
0,is any of them super bad ass?
0,le gasp! I'm so jealous  I fucking love NY!
0,Dang Id hate to see whats in Twinkies!
0,to expect a 20+ mpg auto that does not look like a God damn Easter egg or roller skate  that is unreasonable. ;)
0,take yo ass to bed....lol!
0,I HATE ART COMPLETELY! Did you have to do design and expressive and all that shite? I hate it!
0,sucks that the rule is when u sell property back u lose a bit
0,Thanks for your kind words about Sincerity Sucks. That's always been one of my favorites.
0,Damn. Wizards beat sultans every time. I'll have to try harder. ;)
0,Oh no! That sucks!
0,"Wrestling with this 2. Yeah I'm different. This wk I decided  ""Fuck all that."" With some  I'll work hard to explain. Otherwise.."
0,is nibbling my ass while i sleep. i'm into it.
0,just so you no  my ass hurts more now. right where the leg meets the butt.. the cup-able part.
0,i haven't been fed cock since saturday morning!
0,or pussy.
0,"The ""That's 'Smart Bitch' To You"" one."
0,Long day?  I hate meetings.  I HATE them.
0,That's pretty cool.  My first exposure to the concept was gaming in middle school.  I was (am) such a nerd.
0,"you just love Plies ""fruit snack eating ass"""
0,they waiting for an Xbox or something? damn lol
0,Damn we keep missing each other!
0,Watch me fuck up typing on my iPhone... Hahaha
0,LOL  no  I'm in Utah. If you tell me she has anothe son named Aeddon  I'm going to totally freak out though!!!
0, @ BrettLegree is a genius  really. If he says it sucks  it sucks. I work for myself and still have to use it. :(
0,im glad u agree. i was starting to wonder if i was being an ass about that one
0,I love that one  hand it over  or we'll kick your ass  Santa!
0,Damn you for stealing the heat.
0,I'm scared! Pig in a suit? Were they all out of blankets?
0,that is  of course  if our god damn modem stays synced...
0,Tea sucks. Recommends 3 cups/night. Right.
0,Damn  it will probably take longer than that. I'll check when I'm at the post office.
0,what club u @? Damn  I fell alseep!
0,"they do but with pain and limitation... It sucks
Thank God for bootcamp"
0,You are so right. I hate commercials. I mute them whenever we watch TV.
0,do you play? I have kind of a love-hate relationship with that stupid game.
0,I fucking love Mr Egg! It's saved my life after many a messy night out
0,I know! Damn it! My apologies  I was flattened by the lurgy til New Year. Up and down to London a lot now so gin WILL occur
0,wait  wait  i know: to drive you insane. have i mentioned that i hate spammers  especially@hkdimon  ones who slip through akismet.
0,is that what's happening? we are freezing here in socal office too. i applaud the plan  but hate the execution.
0,i concur cold sucks  but it rains too much in the tropics  there's no real win-win
0,well that sucks. lol discriminating against WoW players...though i can see the logic
0,My friend has wii fit and it's pretty damn cool. Technology amazes me.
0,hey I was wondering that too. Kept getting 'no service'  was pretty gay. I used the pennytel app instead  optus's loss ;)
0,I disagree.  You're only a poser if you flaunt it and/or have your nose stuck up in the air.
0,...it is pretty damn funny to think that Bush drives people crazy to the point that they resort to throwing shoes.
0,Damn Good Gift
0,Smh I thought Soulja Boy Would Do some Good Numbers....This is When Parents Buy The Most Stuff For There Kids.....Damn Bad Times...
0,Damn...Just been Bad Luck For you lately My Boy hope things turn around for you.....
0,Yea that Simply Orange is That Deal..I be Drinkin That 2..Man I Hate Water its so nasty i never drink it lol...Juice Or Pop Forme
0,I hate it when I get sentences stuck in my head! It's so annoying!
0,gluten and dairy free mix from @traderjoes . Damn good! i highly recommend.  Silk soy egg nog's not so bad either :D
0,you should come make that for me! I haven't had lunch today. I feel kinda sick again. That sucks.
0,I figured so  but I went with the obscure Peter Sellers nod. Me = nerd.
0,Damn  last tweet was for you :P
0,ok  I like this one...damn I wish we could these here in Oz...ROCKMOUNT FLEUR DE LIS SHIRTS FOR MEN...get the black/silver one
0,#NAME?
0,- sucks for you man. @JennJaye took weeks to get over her latest illness.
0,- I agree. No More SteveNotes. Damn!
0,ah damn...my linksys is v.5  won't work with Tomato.
0,fuck yeah!
0,damn I should check twitter in the morning I guess  I would have known how bad out it was thanks to you! Yet I fell on myass
0,damn I was also going to say that the girls might be shopping at linens n things
0,"How are you ""fat"" if you have a fairly chiseled face in your pic?"
0,I hate taking pic's. How do we know that your pic isn't stolen from a super model? LOL
0,well i have other people following me outside of blogtv kiddies. i don't want to piss them off :-(
0,Awesome. I make pretty good waffles  but can't make pancakes to my own satisfaction. Too damn picky about them.
0,I missed that?? damn!!
0,it's a board game: http://tinyurl.com/8fv8hh - the instructions were so damn complex  that i missed a whole bunch of stuff
0,  Hairballs  I hate those things...
0,totally sucks for him to go out like this
0,Damn  that's a short movie.
0,hah!!! sucks being in canda! Roland  we have bright sunny skys
0,Yeah  I guess so... God  I hate them. You like the show  too?? Yay!
0,twitter's bugging like shit. my tweets stay on top while your guy's updates underneath. this shit is gay.
0,.... nerd.... but I'm glad you are... when you get a chance can you update mine.. ha
0,well hate 2 tell ya it may b 2 late 4 @davidpatterson3 mayb he should stay @ church all day :-)
0,I think it'll suit him. Just hate waiting for movies to actually come out :(
0,Little kids. I love em. School aged kids...NO THANK YOU! Especially not these grown ass kids nowadays! *smack* LoL.
0,mmmmmm cookies.... sorry had a fat moment lol  whats up?
0,I hate when I do that... or think I set it for AM when I set it for PM... lol
0,OMG  if your age is 58  i'd hate to know mine.....
0,Like you had any damn good liquor in the first place  cheap heiffa! :op
0,"And how is more ""traditional"" marriage  threatened by gay marriage?"
0,I am bored as well; damn work
0,and it's a damn fine one.
0,damn  it's a collection too? U freakin tease! :(. I gotta couple stacks on it!? LOL
0,wait...92 mill!? i thought you said 9...god damn that's alot of money!
0,baby  don't hate me. http://bit.ly/nc2u
0,that sucks!
0,Jesper wants a big fat 60-day ban on MTF
0,thanks. he's doing better  stable for the moment. Hoping the industrial strength antibiotics will do the trick. Still sucks.
0,http://twitpic.com/vkky - Those are kinda cute...I like leggins for the most part but I can't stand them damn stirrup pants  ...
0,lulz.  Life sucks today.  No happy people (authentically happy  at least) or Aveda to visit.  Jay's cousin is here though..yay?
0,Don't you hate that. Any idea how they got your password?
0,My blog sucks.   No direction.  It is just that I'd rather write about what I'm interested in than keeping to a theme :-)
0,I missed you again  damn it.
0,Damn must get ready for work...*loves* I miss U
0,sweet but no hurry  I know you are kick ass busy. Also it isn't het...
0,that sucks =( =( i'm sorry *hug*
0,that sucks! I hope you feel better soon *hug*
0,@jawkdna Coke sucks  Pepsi rules.
0,facebook is better than twitter  I have mine linked tho lol. make your facebook not hate me!! it won't let me see your page :(
0,...I mean damn...did you eat yet with all that talk!?! lol
0,Girl! That. Damn. Commercial. !!!
0,Girl  UnSung has had me riveted all damn night. Been recording them and everything but I'm sitting up watching. They are so good!
0,Hmm that's a tough call. Honestly there are so many diff apps I toy with that I can't pin it down. I hate the stock today screen
0,still snowing like a bitch here in Tijeras.
0,What's goodie Jamz! ROTFLMAO @ the fact that T-Pain's singing damn near gives u seizures!
0,oh that sucks :(
0,you are a push up whore...one day it may save your life.
0,Jamaican  Oh shit  I done started something. My great grandama is Jamaican & I am yell so I can't trust my damn self. LOL!!!
0,Yes its a link to an article posted on FF. did the link not work for you? Maybe u have to be on FF? That sucks. Let me know!
0,What the heck is wrong with the Bills.  They are tanking at the wrong time.  This sucks.
0,damn. and now we got all the snow  everythinnn was fixed back to normal.
0,alright  i can take the blame i guess.. just because you're so damn awesome
0,you mean there's no bathroom fairy that cleans my bathrooms? UGH! I hate it too!
0,People need to be more open minded and excepting of others beliefs. Merry Christmas is to speard joy  not hate.
0," i think it's entirely appropriate! fuck it. haha
and big kisses to you too  doll!"
0, DUDE! let's make some fucking art!!!!
0,that's a shame. It's damn good.
0,"cucumber sounds masculine enuf to me. Can name it ""cum"" for short."
0,damn girl..how sad is that..shame on that wack-ster!!
0,Ohh I feel for you  I would hate to go until mid June. We get out the 3rd week in May.
0,that is too damn cute!!
0,what do you hate?
0,FUCK YEAH.
0,hey  is your blog snowing? How cool is that! either that or my computer is just about to freak out... ;)
0,ha ha... there are times I just think I should be kicking my own ass... although there could be some advantages to being there?
0,ok I think you are on the right track. just hate to see someone who is bright and motivated trip up on the details. its a curse
0,I'll take a stab...send me a DM...I do this somewhat professionally on the side (former English major nerd!)
0,I really like it too.   I don't know why a lot of people hate it.
0,Your computer gave my computer an STD! Your computer is a whore!
0,DAMN YOU!!! Kay commercials kill me every time! GRR! :P
0,"i think we should give the creater of the phrase ""HOW DID U MET YOUTUBE BITCH"" a million dollars."
0,HOW DID U MET YOUTUBE BITCH?!
0,HOW DID U MET YOUTUBE BITCH!?
0,#humor @charlestrippy because he's the YOUTUBE BITCH.
0,GET OUT HERE!  :)  come on bro  enjoy some so cal sun!  hate to rub it in  but yes  it's beautiful again today
0,what site did you use for it haha I have to make a blog  we're saying fuck joomla :P for now...
0,stop putting your damn headphones on so I can talk to you...then maybe you wouldn't be bored unf.
0,that sucks. It would have ben fun and you could have had pizza! If it makes you feel any better im stuck home with a tummy bug. Boo
0,don't diet! I'm not trying until Jan then its hardcore dieting for me! And sucks about your boiler breaking :'(
0,its my guilty pleasure..i hate it but i cant help but watch..*hangs head low*
0,lol ok shit i am going to get so fat!!!
0,damn homey. you taking the camera for some hotel reviews?...obvi?
0,definitely (2). i hate getting stuck if others sit near me.
0,In my next life  I'm coming back as a nerd. Guaranteed. LOL.
0,That baby would be the BIGGEST freak on BOTH sides of the Mississippi...it would come with its own baby BOB probably. Lol.
0,I hate because. Everything in my life currently prevents me from finding any happiness. I need to change everything in my life
0,I dont know y u hate this ad. I loved this ad the first time when I saw it. Something like 'take it back  dude' sort of ads..
0,I think I'm officially a nerd.  &lt;lateral lisp GO&gt; let's go watch battlestar galactica and mythbusters  picture in picture!
0,humidity sucks. Makes my hair look terrible  haha  but it more than that  it makes you feel like you don't wanna do crap!
0,man you love my crazy ass no matter what and its the same this way! Best friends forever b!
0,hahahahahah fuck  awesome :D +faved
0,@shivoo got a get together in the building. Dad's the chairman  so gotta make sure i'm there. Cant describe how much I hate the idea
0,a samosa in the canteen.... damn hungry
0,I was a Firefox addict  but then FF3 started to crash on my Vista machine at work like a bitch so I decided to abandon it....
0,Like  Damn! Iam a cool attractive young woman making moves in NYC  striving for greatness...
0,haha busy  I hate the holidays  ugh.  How have you been man?
0,Lol  its not ruined  I can always delete the partition :)  I don't hate Winblows  I like OSX and Windows.
0,Seriously Cat  16 000?  Seriously? UR a beast ... if there was a bloggin HOF I'd nominate u First ballot... Fuck Perez!
0,no YOU'RE amazing... and i'm feeling Fat and Sassy
0,I hate that salt is on my new car
0,thanks for the feedback - i dont hate socialmedian  i think with some adjustments it could work fine
0,I just haven't had one in such a long long time. And that Moby Dick one is AWESOME. That's the best thing I've seen all day.
